Market,Customer,Category,Division,PromotionType,InStoreLocation,PromotionMonth,PromoDurationWeeks,ListPrice,PlannedPromoVolume,PlannedBaseVolume,PlannedIncrementalVolume,PlannedVolumeUplift,PlannedPromoRevenue,PlannedOnInvoiceSpend,PlannedOffInvoiceSpend,PlannedTradeSpend,PlannedCostPerUnit,PlannedNetRevenue,PlannedTurnover,PlannedGrossProfit,PlannedCOGS,PlannedEventSpend,PlannedBaseRevenue,PlannedBaseOnInvoiceSpend,PlannedBaseOffInvoiceSpend,PlannedBaseTurnover,PlannedBaseGrossProfit,PlannedBaseCOGS,PlannedBaseNetRevenue,PlannedROI,IsPipeFill,IsDefensivePromo,InstoreStartDate_Week,InstoreEndDate_Week,InstoreStartDate_Month,InstoreEndDate_Month,ActualSalesVolume,ForecastAccuracyRatio
Southeast Asia,HomeSave Supermarkets,ORAL CARE,Food & Beverage,Multi-Unit Deal,Online,April,3,11.13,11609.0,6710.0,4898.0,1.73,129261.83,14995.27,9996.84,24992.11,2.1529,114266.56,104269.72,29488.31,74781.41,778.47,74719.4,1494.39,747.19,72477.82,29250.66,43227.17,73225.02,-0.0802,0,0,18,21,4,4,13716.0,1.182
Western Europe,FineFood Retail,DRESSING,Personal Care & Home,Everyday Low Price,In-Store Event,August,4,9.32,3590.0,2873.0,717.0,1.25,33444.61,3764.51,2509.68,6274.19,1.7477,29680.09,27170.42,6691.3,20479.12,251.66,26760.98,535.22,267.61,25958.15,9571.61,16386.54,26225.76,-0.587,0,0,34,38,8,8,4083.0,1.137
Southeast Asia,Metro Grocery Group,ORAL CARE,Personal Care & Home,Multi-Unit Deal,Shelf,August,3,2.91,8047.0,2514.0,5534.0,3.201,23389.48,1619.82,1079.88,2699.71,0.3355,21769.66,20689.77,8125.72,12564.05,170.34,7305.99,146.12,73.06,7086.81,3162.28,3924.54,7159.87,1.7573,0,0,33,36,8,8,37859.0,4.705
Southeast Asia,Metro Grocery Group,SCRATCH COOKING AID,Personal Care & Home,Discounted Retail Price,Checkout Display,April,2,5.39,30557.0,15253.0,15304.0,2.003,164722.57,7089.76,4726.51,11816.27,0.3867,157632.8,152906.3,68237.25,84669.04,521.43,82223.64,1644.47,822.24,79756.93,37493.16,42263.77,80579.17,2.3931,0,0,17,19,4,4,106132.0,3.473
Southeast Asia,PrimeRetail Group,SKIN CARE,Personal Care & Home,Discounted Retail Price,Online,November,2,23.24,26978.0,8280.0,18697.0,3.258,626905.82,46783.95,31189.3,77973.26,2.8903,580121.86,548932.56,190816.8,358115.76,6055.58,192419.74,3848.39,1924.2,186647.15,76728.65,109918.49,188571.34,1.3891,0,0,47,49,11,11,50541.0,1.873
Western Europe,NorthernMart Supermarkets,FABRIC ENHANCER,Personal Care & Home,Multi-Buy Deal,Online,October,1,4.28,3124.0,3040.0,84.0,1.028,13379.44,414.12,276.08,690.2,0.2209,12965.32,12689.24,5319.81,7369.43,29.61,13018.77,260.38,130.19,12628.21,5457.44,7170.77,12758.4,-0.7653,0,0,42,43,10,10,2422.0,0.775
Southeast Asia,PrimeRetail Group,DEODORANT & FRAGRANCE,Personal Care & Home,Discounted Retail Price,End of Aisle Display,October,1,12.78,4819.0,1354.0,3464.0,3.558,61606.04,5067.43,3378.29,8445.72,1.7526,56538.6,53160.32,22229.93,30930.39,824.17,17315.42,346.31,173.15,16795.95,8102.45,8693.51,16969.11,1.6112,0,0,43,44,10,10,17406.0,3.612
Southeast Asia,EastMart Retail,HEALTHY SNACKING,Food & Beverage,Temporary Price Reduction,Shelf,June,4,10.26,15342.0,5714.0,9629.0,2.685,157456.36,10265.25,6843.5,17108.74,1.1151,147191.11,140347.61,53592.9,86754.71,1764.82,58639.8,1172.8,586.4,56880.6,24571.47,32309.13,57467.0,1.5935,0,0,26,30,6,6,35680.0,2.326
Western Europe,HealthFirst Pharmacy,DEODORANT & FRAGRANCE,Food & Beverage,Temporary Price Reduction,In-Store Event,October,2,19.25,9284.0,5023.0,4261.0,1.848,178684.88,11218.12,7478.75,18696.87,2.0138,167466.75,159988.0,70355.58,89632.43,2589.58,96678.41,1933.57,966.78,93778.06,45281.96,48496.11,94744.85,1.1859,0,0,43,45,10,10,8234.0,0.887
Southeast Asia,HomeSave Supermarkets,FABRIC ENHANCER,Personal Care & Home,Multi-Buy Free Gift,Mid Aisle Display,May,2,20.23,7209.0,3910.0,3300.0,1.844,145840.7,16641.42,11094.28,27735.7,3.8473,129199.28,118105.0,52351.59,65753.41,3582.86,79092.1,1581.84,790.92,76719.33,41060.05,35659.28,77510.25,0.3216,0,0,23,25,5,5,14164.0,1.965
Southeast Asia,PrimeRetail Group,HEALTHY SNACKING,Personal Care & Home,Discounted Retail Price,None Specified,August,4,19.01,31094.0,9871.0,21223.0,3.15,591051.94,61967.31,41311.54,103278.86,3.3215,529084.63,487773.09,220409.75,267363.34,11218.94,187631.21,3752.62,1876.31,182002.28,97126.98,84875.3,183878.59,1.1392,0,0,33,37,8,8,50181.0,1.614
Western Europe,BudgetHome Stores,ORAL CARE,Food & Beverage,Temporary Price Reduction,Online,May,3,20.6,3454.0,3242.0,212.0,1.065,71155.5,5577.78,3718.52,9296.3,2.6917,65577.72,61859.2,21948.81,39910.39,393.64,66788.12,1335.76,667.88,64784.48,27323.7,37460.77,65452.36,-0.7937,0,0,21,24,5,5,1636.0,0.474
Southeast Asia,HomeSave Supermarkets,ORAL CARE,Food & Beverage,Multi-Unit Deal,End of Aisle Display,May,2,23.01,9104.0,4999.0,4104.0,1.821,209478.01,15165.75,10110.5,25276.24,2.7765,194312.26,184201.76,57517.74,126684.02,164.27,115036.92,2300.74,1150.37,111585.82,42016.03,69569.79,112736.18,0.4768,0,0,21,23,5,5,34234.0,3.76
Southeast Asia,EastMart Retail,FABRIC CLEANING,Food & Beverage,Temporary Price Reduction,Online,April,2,2.25,9799.0,2669.0,7129.0,3.671,22047.21,1954.38,1302.92,3257.3,0.3324,20092.83,18789.91,7721.93,11067.99,411.68,6006.23,120.12,60.06,5826.04,2810.84,3015.2,5886.1,1.4524,0,0,19,21,4,4,24343.0,2.484
Southeast Asia,CityGrocer Ltd,BEVERAGE,Personal Care & Home,Discounted Retail Price,End of Aisle Display,December,2,2.32,44898.0,12835.0,32063.0,3.498,104141.32,11891.03,7927.35,19818.38,0.4414,92250.29,84322.94,20177.16,64145.78,2478.57,29770.14,595.4,297.7,28877.04,10540.14,18336.9,29174.74,0.4412,0,0,50,52,12,12,164318.0,3.66
Western Europe,HealthFirst Pharmacy,FABRIC CLEANING,Food & Beverage,Stock Loading,Checkout Display,October,3,22.74,6248.0,3744.0,2503.0,1.669,142065.06,16191.17,10794.11,26985.28,4.3193,125873.9,115079.79,27314.5,87765.28,1029.4,85140.07,1702.8,851.4,82585.87,29987.84,52598.03,83437.27,-0.1937,1,0,41,44,10,10,3303.0,0.529
Western Europe,FineFood Retail,SKIN CARE,Personal Care & Home,Multi-Buy Deal,Mid Aisle Display,August,2,17.5,13878.0,7443.0,6435.0,1.864,242897.02,10113.94,6742.62,16856.56,1.2146,232783.08,226040.46,106007.45,120033.0,2302.84,130276.88,2605.54,1302.77,126368.58,61989.34,64379.24,127671.35,2.3795,0,0,34,36,8,8,7352.0,0.53
Southeast Asia,HomeSave Supermarkets,ORAL CARE,Personal Care & Home,Discounted Retail Price,In-Store Event,April,2,13.72,4089.0,1494.0,2596.0,2.738,56118.82,4866.0,3244.0,8109.99,1.9832,51252.82,48008.83,19032.97,28975.85,647.2,20496.34,409.93,204.96,19881.45,9298.57,10582.89,20086.42,1.1245,0,0,18,20,4,4,4502.0,1.101
Western Europe,GreenLeaf Supermarkets,SKIN CARE,Personal Care & Home,Temporary Price Reduction,End of Aisle Display,May,2,15.9,10158.0,10002.0,156.0,1.016,161491.95,13092.84,8728.56,21821.41,2.1482,148399.11,139670.54,61748.89,77921.65,1616.33,159006.17,3180.12,1590.06,154235.99,77513.75,76722.24,155826.05,-0.9411,0,0,21,23,5,5,6380.0,0.628
Southeast Asia,Metro Grocery Group,FABRIC CLEANING,Personal Care & Home,Temporary Price Reduction,Mid Aisle Display,May,2,8.32,27069.0,15527.0,11541.0,1.743,225077.24,16844.62,11229.75,28074.37,1.0371,208232.62,197002.87,71625.07,125377.79,2557.89,129110.71,2582.21,1291.11,125237.39,53317.12,71920.27,126528.49,0.5142,0,0,22,24,5,5,26538.0,0.98
Southeast Asia,PrimeRetail Group,ICE CREAM CATEGORY,Personal Care & Home,Multi-Buy Free Gift,None Specified,November,3,22.75,38127.0,18210.0,19918.0,2.094,867342.0,37068.4,24712.27,61780.66,1.6204,830273.6,805561.34,363547.17,442014.17,2764.27,414244.55,8284.89,4142.45,401817.21,190710.22,211106.99,405959.65,2.5964,0,0,46,49,11,11,79723.0,2.091
Western Europe,BudgetHome Stores,DEODORANT & FRAGRANCE,Personal Care & Home,Multi-Buy Deal,None Specified,August,2,22.05,24167.0,14226.0,9941.0,1.699,532889.62,44016.08,29344.05,73360.13,3.0356,488873.54,459529.48,145314.69,314214.79,7214.74,313683.62,6273.67,3136.84,304273.11,119311.67,184961.44,307409.94,0.2262,0,0,35,37,8,8,16014.0,0.663
Western Europe,HealthFirst Pharmacy,SCRATCH COOKING AID,Food & Beverage,Shopper Activation,Pallet Display,July,2,22.54,3650.0,9492.0,-5842.0,0.385,82277.1,3551.4,2367.6,5919.0,1.6216,78725.7,76358.1,29210.95,47147.15,669.62,213960.34,4279.21,2139.6,207541.53,84936.08,122605.45,209681.14,-10.4991,0,1,30,32,7,7,1588.0,0.435
Southeast Asia,CityGrocer Ltd,ORAL CARE,Food & Beverage,Temporary Price Reduction,Mid Aisle Display,February,3,11.04,8675.0,3326.0,5348.0,2.608,95806.75,5784.96,3856.64,9641.6,1.1115,90021.79,86165.15,28351.34,57813.81,1185.76,36735.28,734.71,367.35,35633.22,13465.61,22167.61,36000.57,1.4296,0,0,11,14,2,2,9937.0,1.146
Southeast Asia,EastMart Retail,BEVERAGE,Personal Care & Home,Multi-Buy Free Gift,None Specified,May,2,6.04,26160.0,8020.0,18140.0,3.262,157962.55,15201.25,10134.17,25335.42,0.9685,142761.3,132627.13,45684.09,86943.04,2424.5,48426.62,968.53,484.27,46973.83,20319.67,26654.15,47458.09,0.9438,0,0,21,23,5,5,60121.0,2.298
Southeast Asia,HomeSave Supermarkets,ICE CREAM CATEGORY,Personal Care & Home,Temporary Price Reduction,Online,June,2,17.19,54745.0,19912.0,34833.0,2.749,941305.38,29889.76,19926.5,49816.26,0.91,911415.63,891489.12,345069.92,546419.2,1800.5,342380.08,6847.6,3423.8,332108.68,133360.16,198748.52,335532.48,4.0436,0,0,27,29,6,6,105103.0,1.92
Western Europe,BudgetHome Stores,HAIR CARE,Personal Care & Home,Special Pack,Online,June,1,15.77,7491.0,6471.0,1020.0,1.158,118113.65,4222.61,2815.07,7037.69,0.9394,113891.04,111075.96,55459.55,55616.41,85.43,102024.34,2040.49,1020.24,98963.61,50923.2,48040.41,99983.86,0.2097,0,0,27,28,6,6,6496.0,0.867
Western Europe,NorthernMart Supermarkets,SKIN CARE,Personal Care & Home,Multi-Buy Deal,None Specified,February,2,24.72,1924.0,1689.0,234.0,1.139,47552.59,4316.3,2877.53,7193.84,3.7397,43236.29,40358.75,12120.96,28237.79,650.03,41759.12,835.18,417.59,40506.35,15708.84,24797.51,40923.94,-0.6729,0,0,9,11,2,2,1802.0,0.937
Southeast Asia,EastMart Retail,HEALTHY SNACKING,Food & Beverage,Temporary Price Reduction,None Specified,August,3,20.13,196989.0,64747.0,132242.0,3.042,3964517.39,349703.64,233135.76,582839.39,2.9587,3614813.75,3381677.99,1463536.35,1918141.64,52468.26,1303072.88,26061.46,13030.73,1263980.69,633518.49,630462.2,1277011.42,1.357,0,0,34,37,8,8,151084.0,0.767
Southeast Asia,CityGrocer Ltd,ICE CREAM CATEGORY,Personal Care & Home,Multi-Buy Free Gift,Online,June,3,4.21,23139.0,12564.0,10576.0,1.842,97452.62,11029.43,7352.96,18382.39,0.7944,86423.18,79070.23,33667.61,45402.61,602.21,52912.77,1058.26,529.13,51325.39,26673.63,24651.75,51854.51,0.2941,0,0,25,28,6,6,76370.0,3.3
Southeast Asia,PrimeRetail Group,HEALTHY SNACKING,Personal Care & Home,Multi-Unit Deal,Checkout Display,October,2,5.93,29362.0,8961.0,20401.0,3.277,174193.23,14733.27,9822.18,24555.45,0.8363,159459.96,149637.78,53113.7,96524.08,3020.19,53162.4,1063.25,531.62,51567.53,22109.14,29458.39,52099.15,1.1977,0,0,42,44,10,10,69667.0,2.373
Southeast Asia,PrimeRetail Group,ORAL CARE,Food & Beverage,Multi-Unit Deal,None Specified,January,3,19.85,18013.0,6125.0,11887.0,2.941,357476.17,20809.36,13872.91,34682.27,1.9254,336666.81,322793.91,136673.22,186120.68,1838.34,121561.46,2431.23,1215.61,117914.62,54623.4,63291.22,119130.23,2.2606,0,0,6,9,1,1,25754.0,1.43
Southeast Asia,PrimeRetail Group,HAIR CARE,Personal Care & Home,Discounted Retail Price,Checkout Display,August,3,20.72,49411.0,22626.0,26785.0,2.184,1023586.08,87408.54,58272.36,145680.91,2.9484,936177.54,877905.18,249085.69,628819.49,1194.55,468715.54,9374.31,4687.16,454654.07,166708.12,287945.95,459341.23,0.4689,0,0,33,36,8,8,65000.0,1.315
Western Europe,FineFood Retail,ICE CREAM CATEGORY,Personal Care & Home,Temporary Price Reduction,Shelf,April,2,4.58,2380.0,2385.0,-6.0,0.998,10910.05,1151.85,767.9,1919.75,0.8067,9758.2,8990.31,2063.17,6927.14,158.08,10935.38,218.71,109.35,10607.32,3664.1,6943.22,10716.67,-1.0048,0,1,17,19,4,4,1144.0,0.481
Southeast Asia,Metro Grocery Group,HEALTHY SNACKING,Personal Care & Home,Temporary Price Reduction,Shelf,October,2,21.55,8971.0,4780.0,4191.0,1.877,193322.7,15941.87,10627.91,26569.79,2.9617,177380.83,166752.92,65006.18,101746.74,2016.14,103007.31,2060.15,1030.07,99917.09,45703.81,54213.28,100947.17,0.6102,0,0,43,45,10,10,89543.0,9.981
Western Europe,TopChoice Supermarkets,HOME & HYGIENE,Personal Care & Home,Temporary Price Reduction,Shelf,June,2,23.4,22109.0,14706.0,7403.0,1.503,517277.03,59762.45,39841.63,99604.08,4.5051,457514.59,417672.95,82317.24,335355.71,1965.11,344063.91,6881.28,3440.64,333741.99,110682.03,223059.97,337182.63,-0.3884,0,0,26,28,6,6,11572.0,0.523
Western Europe,TopChoice Supermarkets,FABRIC CLEANING,Food & Beverage,Temporary Price Reduction,Checkout Display,April,3,6.93,1206.0,1024.0,183.0,1.178,8360.85,941.65,627.76,1569.41,1.3011,7419.21,6791.44,2463.89,4327.56,105.72,7095.56,141.91,70.96,6882.69,3210.05,3672.65,6953.65,-0.6111,0,0,17,20,4,4,948.0,0.786
Southeast Asia,CityGrocer Ltd,SKIN CARE,Food & Beverage,Discounted Retail Price,Checkout Display,June,3,9.95,91723.0,24490.0,67233.0,3.745,913097.96,57450.3,38300.2,95750.5,1.0439,855647.65,817347.45,390385.94,426961.51,5013.25,243794.75,4875.89,2437.95,236480.91,122483.31,113997.6,238918.85,2.7215,0,0,25,28,6,6,81669.0,0.89
Southeast Asia,PrimeRetail Group,SKIN CARE,Personal Care & Home,Other,Mid Aisle Display,February,3,4.03,12115.0,5866.0,6249.0,2.065,48796.6,5315.48,3543.66,8859.14,0.7312,43481.11,39937.46,17012.52,22924.94,200.71,23627.36,472.55,236.27,22918.54,11818.26,11100.28,23154.81,0.5063,0,0,9,12,2,2,28921.0,2.387
Southeast Asia,PrimeRetail Group,DRESSING,Food & Beverage,Multi-Buy Free Gift,Free Standing Unit,December,2,15.58,5477.0,2231.0,3246.0,2.455,85297.69,8267.3,5511.54,13778.84,2.516,77030.38,71518.85,24325.97,47192.87,1741.8,34740.6,694.81,347.41,33698.38,14477.36,19221.02,34045.79,0.6391,0,0,49,51,12,12,8516.0,1.555
Southeast Asia,EastMart Retail,SKIN CARE,Food & Beverage,Multi-Unit Deal,None Specified,April,2,20.71,3196.0,1346.0,1850.0,2.375,66192.53,7044.11,4696.07,11740.18,3.6731,59148.43,54452.36,16975.5,37476.86,1195.28,27876.06,557.52,278.76,27039.77,11256.92,15782.85,27318.53,0.4159,0,0,18,20,4,4,5434.0,1.7
Southeast Asia,CityGrocer Ltd,ORAL CARE,Food & Beverage,Multi-Unit Deal,Checkout Display,April,4,9.6,17009.0,6380.0,10629.0,2.666,163277.03,14153.2,9435.47,23588.67,1.3868,149123.83,139688.36,38692.15,100996.21,120.66,61245.82,1224.92,612.46,59408.44,21524.39,37884.05,60020.9,0.6499,0,0,18,22,4,4,44736.0,2.63
Western Europe,FineFood Retail,HOME & HYGIENE,Food & Beverage,Loyalty Mechanic,Checkout Display,August,1,4.82,2951.0,5347.0,-2395.0,0.552,14210.1,672.51,448.34,1120.84,0.3798,13537.59,13089.26,5568.74,7520.52,147.34,25743.77,514.88,257.44,24971.46,11346.88,13624.57,25228.89,-5.8442,0,1,33,34,8,8,1623.0,0.55
Southeast Asia,CityGrocer Ltd,SCRATCH COOKING AID,Personal Care & Home,Discounted Retail Price,None Specified,January,2,15.93,3491.0,1218.0,2273.0,2.866,55617.28,1719.61,1146.4,2866.01,0.8209,53897.67,52751.26,20202.26,32549.01,164.51,19408.51,388.17,194.09,18826.26,7467.78,11358.48,19020.34,4.2401,0,0,6,8,1,1,5049.0,1.446
Southeast Asia,Metro Grocery Group,DRESSING,Personal Care & Home,Special Pack,In-Store Event,September,3,12.78,3679.0,1382.0,2297.0,2.662,47033.58,3371.27,2247.51,5618.79,1.5272,43662.31,41414.8,12512.64,28902.15,412.51,17669.41,353.39,176.69,17139.32,6281.47,10857.86,17316.02,1.0146,0,0,38,41,9,9,9095.0,2.472
Southeast Asia,EastMart Retail,FABRIC ENHANCER,Personal Care & Home,Multi-Unit Deal,None Specified,May,1,22.81,12405.0,6957.0,5448.0,1.783,282904.48,26408.62,17605.75,44014.36,3.5481,256495.86,238890.12,98784.12,140106.0,1843.4,158651.75,3173.03,1586.52,153892.2,75321.29,78570.91,155478.71,0.4249,0,0,21,22,5,5,16950.0,1.366
Southeast Asia,EastMart Retail,BEVERAGE,Personal Care & Home,Multi-Unit Deal,Pallet Display,October,3,7.52,33921.0,8696.0,25225.0,3.901,255001.72,24099.07,16066.05,40165.12,1.1841,230902.65,214836.6,86880.95,127955.65,1850.18,65374.83,1307.5,653.75,63413.59,30609.58,32804.01,64067.34,1.3522,0,0,41,44,10,10,44063.0,1.299
Western Europe,BudgetHome Stores,ICE CREAM CATEGORY,Personal Care & Home,Everyday Low Price,None Specified,November,2,7.07,30949.0,22364.0,8584.0,1.384,218934.43,19640.22,13093.48,32733.7,1.0577,199294.21,186200.73,82089.89,104110.85,1057.13,158207.69,3164.15,1582.08,153461.46,78228.27,75233.2,155043.54,-0.027,0,0,46,48,11,11,15904.0,0.514
Southeast Asia,EastMart Retail,ICE CREAM CATEGORY,Food & Beverage,Temporary Price Reduction,Online,October,2,10.49,10879.0,5877.0,5002.0,1.851,114152.9,6119.17,4079.45,10198.62,0.9375,108033.72,103954.28,45815.41,58138.87,920.72,61670.36,1233.41,616.7,59820.25,28411.11,31409.15,60436.96,1.5251,0,0,41,43,10,10,19995.0,1.838
Southeast Asia,Metro Grocery Group,ICE CREAM CATEGORY,Food & Beverage,Multi-Buy Free Gift,Free Standing Unit,May,2,10.32,966.0,455.0,512.0,2.126,9973.17,997.36,664.91,1662.27,1.72,8975.81,8310.9,3318.7,4992.2,210.6,4690.76,93.82,46.91,4550.04,2202.02,2348.02,4596.95,0.5871,0,0,22,24,5,5,1960.0,2.029
Western Europe,GreenLeaf Supermarkets,HEALTHY SNACKING,Personal Care & Home,Temporary Price Reduction,Mid Aisle Display,February,4,24.89,11219.0,6361.0,4859.0,1.764,279188.48,20109.99,13406.66,33516.65,2.9875,259078.49,245671.83,101631.71,144040.12,1977.37,158282.5,3165.65,1582.82,153534.02,71872.23,81661.79,155116.85,0.7462,0,0,10,14,2,2,7636.0,0.681
Southeast Asia,PrimeRetail Group,HAIR CARE,Personal Care & Home,Discounted Retail Price,Mid Aisle Display,March,3,5.75,11314.0,3393.0,7922.0,3.335,65025.93,2400.07,1600.05,4000.12,0.3535,62625.86,61025.81,19157.52,41868.29,176.13,19498.19,389.96,194.98,18913.24,6358.93,12554.31,19108.23,3.0533,0,0,15,18,3,3,17656.0,1.561
Southeast Asia,PrimeRetail Group,FABRIC CLEANING,Food & Beverage,Multi-Buy Free Gift,Shelf,June,2,13.4,35233.0,10686.0,24547.0,3.297,472023.33,15802.99,10535.33,26338.32,0.7476,456220.34,445685.01,145451.47,300233.54,1217.01,143162.76,2863.26,1431.63,138867.88,47808.26,91059.61,140299.51,3.5442,0,0,25,27,6,6,79037.0,2.243
Southeast Asia,HomeSave Supermarkets,HAIR CARE,Food & Beverage,Multi-Buy Free Gift,In-Store Event,September,4,2.99,40023.0,12872.0,27150.0,3.109,119585.57,5426.54,3617.69,9044.23,0.226,114159.03,110541.34,47517.71,63023.63,415.44,38461.92,769.24,384.62,37308.06,17037.98,20270.09,37692.68,3.2425,0,0,39,43,9,9,72483.0,1.811
Southeast Asia,Metro Grocery Group,ICE CREAM CATEGORY,Personal Care & Home,Multi-Unit Deal,Online,December,1,21.48,43069.0,18687.0,24382.0,2.305,924999.45,107933.59,71955.73,179889.32,4.1767,817065.85,745110.13,306152.34,438957.78,12877.44,401345.54,8026.91,4013.46,389305.17,198846.95,190458.22,393318.63,0.5296,0,0,49,50,12,12,78554.0,1.824
Western Europe,NorthernMart Supermarkets,HOME & HYGIENE,Food & Beverage,Everyday Low Price,Pallet Display,May,1,10.13,8175.0,4260.0,3915.0,1.919,82835.27,9456.91,6304.6,15761.51,1.928,73378.36,67073.76,25029.89,42043.87,1566.93,43164.23,863.28,431.64,41869.31,19960.87,21908.44,42300.95,0.2394,0,0,21,22,5,5,7679.0,0.939
Western Europe,FineFood Retail,DRESSING,Food & Beverage,Shopper Activation,Mid Aisle Display,August,4,18.25,23377.0,11391.0,11986.0,2.052,426740.49,51058.23,34038.82,85097.05,3.6402,375682.26,341643.44,108706.5,232936.95,7165.33,207939.56,4158.79,2079.4,201701.37,88197.25,113504.12,203780.77,0.1677,0,0,34,38,8,8,10880.0,0.465
Western Europe,FineFood Retail,SCRATCH COOKING AID,Food & Beverage,Other,In-Store Event,September,3,24.0,17122.0,7369.0,9753.0,2.323,410983.2,25086.13,16724.08,41810.21,2.4419,385897.07,369172.99,167962.73,201210.26,2417.39,176882.2,3537.64,1768.82,171575.74,84977.27,86598.46,173344.56,1.8579,0,0,39,42,9,9,13931.0,0.814
Southeast Asia,HomeSave Supermarkets,DEODORANT & FRAGRANCE,Personal Care & Home,Discounted Retail Price,Shelf,September,2,9.49,6304.0,1725.0,4578.0,3.654,59842.27,2706.13,1804.09,4510.22,0.7155,57136.14,55332.05,28225.96,27106.09,41.07,16378.98,327.58,163.79,15887.61,8468.6,7419.0,16051.4,4.2716,0,0,38,40,9,9,14765.0,2.342
Western Europe,GreenLeaf Supermarkets,SKIN CARE,Food & Beverage,Temporary Price Reduction,Pallet Display,March,4,18.58,16768.0,20782.0,-4014.0,0.807,311565.51,15857.0,10571.33,26428.34,1.5761,295708.51,285137.18,105193.14,179944.04,1747.69,386140.77,7722.82,3861.41,374556.54,151541.72,223014.83,378417.95,-2.1921,0,1,14,18,3,3,7919.0,0.472
Western Europe,BudgetHome Stores,FABRIC ENHANCER,Personal Care & Home,Temporary Price Reduction,End of Aisle Display,October,4,11.97,2179.0,1094.0,1085.0,1.992,26079.06,1718.05,1145.37,2863.42,1.3143,24361.0,23215.63,8634.25,14581.39,401.82,13092.48,261.85,130.92,12699.7,5379.4,7320.3,12830.63,0.9995,0,0,41,45,10,10,958.0,0.44
Southeast Asia,PrimeRetail Group,HAIR CARE,Food & Beverage,Multi-Buy Free Gift,Mid Aisle Display,January,3,24.3,2050.0,599.0,1451.0,3.42,49829.72,3303.17,2202.12,5505.29,2.6851,46526.55,44324.43,14272.74,30051.69,265.3,14568.68,291.37,145.69,14131.62,5345.43,8786.19,14277.31,1.5422,0,0,5,8,1,1,3554.0,1.733
Southeast Asia,PrimeRetail Group,ORAL CARE,Food & Beverage,Special Pack,None Specified,May,1,9.29,20553.0,6093.0,14460.0,3.373,190998.6,8255.47,5503.64,13759.11,0.6695,182743.13,177239.49,76306.43,100933.06,942.3,56619.58,1132.39,566.2,54920.99,25000.42,29920.57,55487.19,3.6054,0,0,23,24,5,5,19734.0,0.96
Southeast Asia,PrimeRetail Group,DEODORANT & FRAGRANCE,Personal Care & Home,Multi-Unit Deal,Mid Aisle Display,June,2,14.85,9019.0,3559.0,5460.0,2.534,133973.68,14386.98,9591.32,23978.3,2.6587,119586.7,109995.38,37279.43,72715.95,1130.4,52869.22,1057.38,528.69,51283.14,22587.69,28695.46,51811.84,0.5466,0,0,27,29,6,6,12058.0,1.337
Western Europe,BudgetHome Stores,ORAL CARE,Personal Care & Home,Special Pack,End of Aisle Display,November,3,11.91,4148.0,6511.0,-2363.0,0.637,49409.92,5804.96,3869.97,9674.93,2.3322,43604.96,39734.99,15190.17,24544.82,72.91,77552.2,1551.04,775.52,75225.63,36700.89,38524.74,76001.15,-2.4638,0,1,47,50,11,11,2999.0,0.723
Western Europe,TopChoice Supermarkets,SKIN CLEANSING,Personal Care & Home,Shopper Activation,Free Standing Unit,April,2,15.5,1269.0,2708.0,-1439.0,0.469,19674.4,2268.55,1512.37,3780.92,2.9792,17405.85,15893.48,3873.44,12020.04,472.94,41983.23,839.66,419.83,40723.73,15074.16,25649.57,41143.56,-3.2956,0,1,19,21,4,4,732.0,0.577
Western Europe,HealthFirst Pharmacy,SKIN CLEANSING,Food & Beverage,Multi-Buy Deal,Mid Aisle Display,March,1,4.52,9937.0,4641.0,5297.0,2.141,44964.52,3431.97,2287.98,5719.95,0.5756,41532.55,39244.57,15601.26,23643.3,463.25,20998.04,419.96,209.98,20368.1,9326.88,11041.22,20578.08,0.9868,0,0,14,15,3,3,4653.0,0.468
Southeast Asia,HomeSave Supermarkets,FABRIC ENHANCER,Food & Beverage,Discounted Retail Price,Free Standing Unit,November,2,1.65,115685.0,34723.0,80961.0,3.332,190595.26,10552.5,7035.0,17587.5,0.152,180042.76,173007.76,51712.44,121295.32,2533.13,57208.05,1144.16,572.08,55491.8,19084.46,36407.35,56063.88,1.7576,0,0,47,49,11,11,252198.0,2.18
